sekse,cgebland_1,cgebland_2,cgebland_3,cgebland_4,cgebland_5,cgebland_6,cgebland_7,lnvgalguz,leeftijd,delcuziv_1,delcuziv_2,delcuziv_3,delcuziv_4,delcuziv_5,delcuziv_6,delcuziv_7,delcuziv_8,dum1120,dum21plus,lft2,rec4
0,1,0,0,0,0,0,0,1.9459101490553132,37.46660085050828,0,0,0,0,0,0,0,1,0,0,4.919382392660197,1
0,1,0,0,0,0,0,0,1.3862943611198906,32.85771627119933,1,0,0,0,0,0,0,0,0,0,5.716481718782798,1
0,1,0,0,0,0,0,0,0.0,23.802874743326488,1,0,0,0,0,0,0,0,0,0,131.0053768747933,1
0,1,0,0,0,0,0,0,0.0,36.14096946535858,0,0,0,0,0,0,0,1,0,0,0.7962647724547918,0
0,1,0,0,0,0,0,0,1.791759469228055,29.172263765305345,0,0,0,0,0,0,1,0,0,0,36.92226031818052,0
1,1,0,0,0,0,0,0,0.6931471805599453,34.587268993839835,0,0,0,0,0,0,1,0,0,0,0.43740204844034997,1
1,0,0,0,0,0,1,0,0.0,55.498763023804095,0,0,0,0,0,0,1,0,0,0,410.06777517283683,0
0,0,0,0,0,0,0,1,0.0,19.44330018759348,0,0,0,0,0,1,0,0,0,0,249.80853813663558,1
0,0,0,0,0,0,1,0,0.6931471805599453,42.91581108829569,0,0,0,0,0,0,1,0,0,0,58.78562331789897,1
0,1,0,0,0,0,0,0,2.302585092994046,25.79154688569473,0,0,0,1,0,0,0,0,0,0,89.43647348065979,1
0,1,0,0,0,0,0,0,0.0,28.108240360483688,0,0,0,0,1,0,0,0,0,0,50.985203805317944,0
1,1,0,0,0,0,0,0,0.6931471805599453,52.68446269678302,0,0,0,0,0,0,1,0,0,0,304.00816512962865,0
0,1,0,0,0,0,0,0,0.0,30.036143116079803,0,0,0,0,0,0,0,1,0,0,27.17004842393615,0
0,1,0,0,0,0,0,0,0.0,77.67008898015058,0,0,0,0,0,0,0,1,0,0,1799.5799467316454,0
0,1,0,0,0,0,0,0,0.0,23.67419575633128,0,0,0,0,0,0,0,1,0,0,133.96759225379952,1
0,1,0,0,0,0,0,0,0.0,39.96333187568129,0,0,0,0,0,0,0,1,0,1,22.228387628429303,1
0,1,0,0,0,0,0,0,2.3978952727983707,29.774993155373032,0,0,0,0,0,0,1,0,0,0,29.960730664113466,1
0,1,0,0,0,0,0,0,0.0,29.97946611909651,1,0,0,0,0,0,0,0,0,0,27.76411722704935,0
0,1,0,0,0,0,0,0,0.6931471805599453,30.9801476981773,0,0,0,0,0,0,1,0,0,0,18.219964834341273,0
0,1,0,0,0,0,0,0,1.3862943611198906,32.47816931579081,0,0,0,0,1,0,0,0,0,0,7.6754677679633065,1
1,0,0,0,1,0,0,0,0.0,32.328542094455855,0,0,0,1,0,0,0,0,1,0,8.526929571164722,1
0,1,0,0,0,0,0,0,1.791759469228055,44.24093086926762,0,0,0,0,0,0,1,0,0,0,80.86142505138594,0
0,1,0,0,0,0,0,0,0.0,47.705414543564785,0,0,0,0,1,0,0,0,0,0,155.17141207843292,0
0,1,0,0,0,0,0,0,0.6931471805599453,67.8384668035592,0,0,0,0,0,0,1,0,0,0,1062.097282136668,0
0,0,0,0,0,0,0,1,2.3978952727983707,27.719030471265242,0,0,0,1,0,0,0,0,0,0,56.69491082291935,1
0,1,0,0,0,0,0,0,1.6094379124341003,23.53632522752047,0,0,0,0,0,0,1,0,0,0,137.17814804087664,0
0,1,0,0,0,0,0,0,0.0,33.04312114989733,0,0,0,0,0,0,0,1,1,0,4.864281519825499,1
0,0,0,0,0,0,1,0,0.0,25.201916495550993,0,0,0,0,0,1,0,0,0,0,100.93650796039942,0
1,0,0,0,0,0,1,0,0.0,28.527232489162675,0,0,0,0,0,0,1,0,0,0,45.17722177613084,0
0,1,0,0,0,0,0,0,0.0,20.838088859735848,0,0,0,0,0,0,1,0,0,0,207.6637758773202,0
0,1,0,0,0,0,0,0,1.791759469228055,33.65639972621492,0,0,0,0,0,0,1,0,0,0,2.5352060754077126,0
0,1,0,0,0,0,0,0,0.6931471805599453,29.993002034375237,0,0,0,0,0,0,1,0,0,0,27.621654461217194,0
0,0,0,0,1,0,0,0,0.0,51.79192334017796,0,0,0,1,0,0,0,0,0,0,273.6804627886951,0
1,0,0,0,0,1,0,0,0.6931471805599453,35.66598220396988,0,0,0,1,0,0,0,0,0,0,0.17418054749596595,0
0,0,0,0,0,0,0,1,0.6931471805599453,38.32991101984942,0,0,0,1,0,0,0,0,0,0,9.494275634249625,0
0,1,0,0,0,0,0,0,1.791759469228055,27.279945242984258,0,0,0,0,0,0,1,0,0,0,63.49998095169511,1
0,1,0,0,0,0,0,0,0.6931471805599453,32.6570841889117,0,0,0,0,0,0,1,0,0,0,6.716124063906884,0
0,1,0,0,0,0,0,0,1.6094379124341003,28.49887073161457,0,0,0,0,0,1,0,0,0,0,45.559287615892345,0
1,0,0,0,0,0,0,1,0.0,25.378561107308542,0,0,0,0,0,0,0,1,0,0,97.41831468671116,0
0,0,0,0,0,0,0,1,0.0,30.47429810885492,0,0,0,1,0,0,0,0,0,0,22.794271485656765,0
0,1,0,0,0,0,0,0,1.0986122886681098,42.36095983217989,0,0,0,0,0,0,1,0,0,0,50.58519619614735,0
0,1,0,0,0,0,0,0,0.0,59.252566735112936,0,0,0,0,0,0,0,1,1,0,576.1888456554705,1
0,1,0,0,0,0,0,0,0.6931471805599453,27.9647064098664,0,0,0,0,1,0,0,0,0,0,53.055583264162074,0
0,1,0,0,0,0,0,0,0.0,46.168377823408626,0,0,0,0,0,0,0,1,0,1,119.24083196501006,0
0,1,0,0,0,0,0,0,0.0,21.290091451821432,1,0,0,0,0,0,0,0,0,0,194.8408758162174,0
0,1,0,0,0,0,0,0,1.9459101490553132,25.144421629021217,0,0,0,1,0,0,0,0,0,0,102.09508284295043,1
0,0,0,0,0,0,0,1,0.6931471805599453,19.58166806094253,0,0,0,0,1,0,0,0,0,0,245.45378329016484,0
0,0,0,0,1,0,0,0,0.0,19.301848049281315,0,0,0,0,1,0,0,0,0,0,254.29994302596185,0
0,1,0,0,0,0,0,0,1.9459101490553132,52.43034340380764,0,0,0,0,0,0,1,0,0,0,295.21118019937074,0
0,0,0,0,0,0,1,0,0.6931471805599453,31.634287176464625,0,0,0,0,0,0,1,0,0,0,13.063494091497061,0
0,1,0,0,0,0,0,0,0.0,18.258726899383984,0,0,0,0,1,0,0,0,0,0,288.65690159575354,0
0,1,0,0,0,0,0,0,1.6094379124341003,28.45166489213375,0,0,0,0,0,1,0,0,0,0,46.19877237409614,1
0,1,0,0,0,0,0,0,0.0,45.91649555099247,0,0,0,0,0,0,1,0,0,0,113.80329624918471,0
0,0,0,0,0,1,0,0,0.0,37.26488706365503,0,0,0,0,0,0,1,0,1,0,4.065281364416128,1
0,0,1,0,0,0,0,0,0.0,29.106376752351256,0,0,0,0,0,0,0,1,1,0,37.72730902370965,0
0,1,0,0,0,0,0,0,0.0,21.24331508099475,0,0,0,0,0,0,1,0,1,0,196.148923655167,1
0,0,1,0,0,0,0,0,0.0,29.281314168377822,0,0,0,0,1,0,0,0,1,0,35.608891329569246,0
0,1,0,0,0,0,0,0,0.0,41.634496919917865,0,0,0,1,0,0,0,0,0,0,40.77926090235674,0
0,1,0,0,0,0,0,0,2.0794415416798357,37.983416070930616,0,0,0,0,0,1,0,0,0,0,7.479039686411444,0
1,1,0,0,0,0,0,0,0.0,66.20823472000406,0,0,0,0,0,0,0,1,0,0,958.4969527143471,0
0,0,0,0,0,1,0,0,0.6931471805599453,38.45425659745988,0,0,0,0,1,0,0,0,0,0,10.27602410367659,1
0,1,0,0,0,0,0,0,1.0986122886681098,28.500696187289275,0,0,0,1,0,0,0,0,0,0,45.5346481653379,1
0,0,1,0,0,0,0,0,2.302585092994046,30.835815302811366,0,0,0,0,0,0,0,1,0,0,19.47295802557123,1
0,1,0,0,0,0,0,0,0.6931471805599453,35.58658453114305,0,0,0,0,0,0,1,0,0,0,0.11421139080370515,0
1,1,0,0,0,0,0,0,1.0986122886681098,18.572063179709485,0,0,0,1,0,0,0,0,0,0,278.1079734012571,0
0,1,0,0,0,0,0,0,1.0986122886681098,19.433264887063654,0,0,0,0,0,0,1,0,0,0,250.12586136882993,0
0,1,0,0,0,0,0,0,0.0,34.69204749410601,0,0,0,1,0,0,0,0,1,0,0.30978717272806494,1
0,1,0,0,0,0,0,0,0.0,52.77720343118615,0,0,0,0,0,0,0,1,0,0,307.2507893175579,0
0,1,0,0,0,0,0,0,0.0,49.29774127310061,0,0,0,0,0,0,0,1,0,0,197.37744964642383,0
1,0,0,0,0,0,0,1,0.0,36.73678258169189,1,0,0,0,0,0,0,0,0,0,2.2145898529852017,0
0,1,0,0,0,0,0,0,1.6094379124341003,44.633854855882575,0,0,0,0,0,0,0,1,0,0,88.0823935442415,0
1,1,0,0,0,0,0,0,0.0,20.293954356478313,0,0,0,0,0,0,1,0,0,0,223.64240654283083,1
0,1,0,0,0,0,0,0,0.0,34.00394301214288,0,0,0,0,0,0,1,0,0,1,1.5492526008867036,1
0,1,0,0,0,0,0,0,1.0986122886681098,21.308692676249144,0,0,0,0,0,1,0,0,0,0,194.32192990216856,0
0,1,0,0,0,0,0,0,1.9459101490553132,54.02169474231247,0,0,0,0,0,0,0,1,0,0,352.4278557020755,1
0,1,0,0,0,0,0,0,0.6931471805599453,26.338124572210816,0,0,0,1,0,0,0,0,0,0,79.39715639707681,0
0,1,0,0,0,0,0,0,1.0986122886681098,23.017111567419576,0,0,0,0,0,0,1,0,0,0,149.61011100358698,0
1,0,0,0,0,0,1,0,0.0,51.68502465333232,0,0,0,1,0,0,0,0,0,1,270.154978042479,0
0,0,0,0,0,0,0,1,0.6931471805599453,18.861227343017212,1,0,0,0,0,0,0,0,0,0,268.5470567280004,1
0,1,0,0,0,0,0,0,2.1972245773362196,31.659486177656095,1,0,0,0,0,0,0,0,0,0,12.881973283169037,1
0,1,0,0,0,0,0,0,1.791759469228055,32.16974674880219,0,0,0,0,1,0,0,0,0,0,9.479539150258201,0
0,1,0,0,0,0,0,0,0.6931471805599453,41.959514316678074,1,0,0,0,0,0,0,0,0,0,45.03593109271753,0
0,0,0,0,0,0,0,1,0.0,22.527036276522928,0,0,0,1,0,0,0,0,0,0,161.8390174202421,0
0,1,0,0,0,0,0,0,1.0986122886681098,33.03059589449134,0,0,0,0,0,0,1,0,0,0,4.9196875946100125,0
1,1,0,0,0,0,0,0,0.0,28.933607118412045,0,0,0,0,0,0,0,1,0,0,39.879549018632396,0
1,1,0,0,0,0,0,0,2.1972245773362196,45.46933765558851,0,0,0,0,0,0,1,0,0,0,104.46280829611348,1
0,1,0,0,0,0,0,0,0.0,46.85010266940452,0,0,0,1,0,0,0,0,0,0,134.59410375620965,0
0,1,0,0,0,0,0,0,1.791759469228055,62.93999622911755,0,0,0,0,0,0,1,0,0,0,766.8116100564855,0
1,1,0,0,0,0,0,0,0.0,41.894592744695416,0,0,0,0,0,0,1,0,0,0,44.16878394482168,0
0,1,0,0,0,0,0,0,0.0,20.301826849950565,0,0,0,0,0,0,1,0,0,0,223.40700730255622,0
1,1,0,0,0,0,0,0,1.3862943611198906,36.795043507744566,1,0,0,0,0,0,0,0,0,0,2.391386160403844,0
0,0,0,0,0,0,1,0,0.0,48.92487172662053,0,0,0,0,0,0,1,0,0,0,187.03951191538331,0
0,0,0,0,0,0,1,0,0.6931471805599453,33.97327407660912,0,0,0,1,0,0,0,0,0,0,1.6265398045665447,1
0,1,0,0,0,0,0,0,0.6931471805599453,25.773576539407305,0,0,0,0,0,0,1,0,0,0,89.77669063053655,0
0,1,0,0,0,0,0,0,1.6094379124341003,39.698323224833324,0,0,0,0,1,0,0,0,0,0,19.799745116764353,0
0,1,0,0,0,0,0,0,0.0,50.62833675564682,0,0,0,0,0,0,1,0,0,0,236.5352945925557,0
0,1,0,0,0,0,0,0,0.0,35.47699704667021,0,0,0,1,0,0,0,0,0,1,0.05215024146981739,1
0,0,0,0,1,0,0,0,0.0,48.323066392881586,0,0,0,0,0,1,0,0,1,0,170.94081447959599,0
0,1,0,0,0,0,0,0,0.0,39.336335874717975,0,0,0,0,1,0,0,0,0,1,16.70931664745274,0
0,0,0,0,0,0,1,0,0.0,23.41409993155373,0,0,0,1,0,0,0,0,0,0,140.05616757626052,0
0,0,0,0,0,0,1,0,2.302585092994046,22.371307672319823,0,0,0,1,0,0,0,0,0,0,165.82550174968515,1
0,1,0,0,0,0,0,0,0.6931471805599453,54.65082107004335,0,0,0,0,0,0,1,0,0,0,376.44491071230254,0
1,1,0,0,0,0,0,0,0.0,41.92313591654625,0,0,0,1,0,0,0,0,0,0,44.54899221265034,0
1,1,0,0,0,0,0,0,0.0,23.922197695642254,1,0,0,0,0,0,0,0,0,0,128.28813156254762,0
0,0,0,0,1,0,0,0,0.0,48.886947930134106,0,0,0,0,0,0,1,0,0,0,186.0036403241728,1
0,1,0,0,0,0,0,0,1.791759469228055,25.469878286054705,0,0,0,0,1,0,0,0,0,0,95.6240393167709,1
0,1,0,0,0,0,0,0,0.0,61.87268993839836,0,0,0,0,0,0,0,1,0,0,708.8404199441721,0
0,0,0,0,0,0,0,1,0.6931471805599453,40.07152004588435,0,0,0,0,0,0,1,0,0,0,23.26024164654631,1
0,0,0,0,0,0,1,0,0.0,61.94113620807666,0,1,0,0,0,0,0,0,0,0,712.4897396293458,0
0,1,0,0,0,0,0,0,0.0,27.46611909650924,0,0,0,1,0,0,0,0,1,0,60.56751912541689,0
0,0,1,0,0,0,0,0,2.1972245773362196,25.818798609526706,1,0,0,0,0,0,0,0,0,0,88.92177235139705,1
0,1,0,0,0,0,0,0,0.0,21.927446954141,0,0,0,0,0,0,0,1,0,0,177.45399162168465,0
0,0,0,0,0,0,1,0,0.6931471805599453,31.170431211498972,0,0,0,0,1,0,0,0,0,0,16.631727976570637,1
0,1,0,0,0,0,0,0,0.0,21.678302532511978,0,0,0,0,1,0,0,0,0,0,184.1538628370391,1
0,1,0,0,0,0,0,0,0.6931471805599453,29.998056125941137,1,0,0,0,0,0,0,0,0,0,27.5685551270792,0
0,1,0,0,0,0,0,0,1.791759469228055,22.146783057013206,0,0,0,1,0,0,0,0,0,0,171.65846598139944,1
0,1,0,0,0,0,0,0,0.6931471805599453,22.590006844626966,1,0,0,0,0,0,0,0,0,0,160.24081039553715,0
0,1,0,0,0,0,0,0,1.6094379124341003,28.867898699520875,0,0,0,0,0,0,1,0,0,0,40.713767316991365,0
0,1,0,0,0,0,0,0,0.6931471805599453,29.021218343600275,0,0,0,0,0,0,1,0,0,0,38.78069047601694,0
0,1,0,0,0,0,0,0,1.6094379124341003,58.47227175070348,0,0,0,1,0,0,0,0,0,0,539.3374073647651,0
0,1,0,0,0,0,0,0,0.6931471805599453,29.87812679037696,0,0,0,1,0,0,0,0,0,0,28.842334509839198,1
0,1,0,0,0,0,0,0,0.6931471805599453,23.356605065023956,0,0,0,0,1,0,0,0,0,0,141.42032300826494,1
0,1,0,0,0,0,0,0,0.0,32.70962687276599,0,0,0,0,0,0,0,1,0,0,6.446550961635561,0
0,0,0,0,1,0,0,0,0.0,32.421629021218344,0,0,0,0,0,1,0,0,0,0,7.991950212824089,1
1,0,0,0,0,0,1,0,0.0,36.03017270007859,0,0,0,0,0,0,0,1,1,0,0.610804657552614,1
0,0,0,0,0,0,0,1,1.3862943611198906,40.245310099627346,0,0,0,0,0,0,1,0,0,0,24.966784306013743,1
1,1,0,0,0,0,0,0,1.791759469228055,20.290212183436,0,0,0,1,0,0,0,0,0,0,223.7543465355437,1
0,0,0,0,1,0,0,0,0.0,41.80982162775369,0,0,0,0,0,0,0,1,0,0,43.04919918719511,0
0,1,0,0,0,0,0,0,2.3978952727983707,39.081459458260454,0,0,0,0,0,0,1,0,0,0,14.690560398923957,1
1,0,0,0,0,0,1,0,1.0986122886681098,24.61183854285497,0,0,0,0,1,0,0,0,0,0,113.14139149533659,1
0,1,0,0,0,0,0,0,0.6931471805599453,34.49965776865161,0,0,0,0,0,0,0,1,0,0,0.5609635572013373,0
0,0,1,0,0,0,0,0,0.0,31.918342744695416,1,0,0,0,0,0,0,0,0,0,11.090831672903587,0
0,0,0,0,0,0,1,0,0.0,31.815982425786498,1,0,0,0,0,0,0,0,0,0,11.78308840651218,0
0,1,0,0,0,0,0,0,0.0,20.112251882272417,0,0,0,0,1,0,0,0,0,0,229.11002647044955,1
0,1,0,0,0,0,0,0,0.0,22.077574562070627,0,0,0,0,0,0,1,0,0,0,173.47677439679205,0
0,0,1,0,0,0,0,0,1.791759469228055,25.8351362587776,0,0,0,0,1,0,0,0,0,0,88.6139166240649,1
0,1,0,0,0,0,0,0,0.0,27.12662559890486,1,0,0,0,0,0,0,0,0,0,65.96700053673248,0
0,0,0,0,1,0,0,0,1.0986122886681098,36.412483268689634,0,0,0,1,0,0,0,0,0,0,1.3545479762196302,0
0,1,0,0,0,0,0,0,0.0,20.780977102187745,0,0,0,0,0,0,1,0,0,0,209.3130606103965,0
0,0,0,0,0,0,1,0,0.0,23.252566735112936,0,0,0,1,0,0,0,0,0,0,143.90560038635113,0
0,0,0,0,0,0,1,0,0.0,26.734468812583973,0,0,0,1,0,0,0,0,0,0,72.49098794555948,0
0,1,0,0,0,0,0,0,0.0,50.5845311430527,0,0,0,0,0,0,1,0,1,0,235.18977881530196,1
1,1,0,0,0,0,0,0,0.0,38.14414949172307,0,0,0,1,0,0,0,0,0,0,8.384017068162553,0
0,1,0,0,0,0,0,0,2.302585092994046,36.09856262833676,0,0,0,0,0,1,0,0,0,0,0.7223807589216507,0
1,0,0,0,0,1,0,0,0.0,31.555293748574037,0,0,0,1,0,0,0,0,0,0,13.640753149656735,0
0,1,0,0,0,0,0,0,1.3862943611198906,15.013193747306513,0,0,0,0,1,0,0,0,0,0,409.472992564252,1
0,1,0,0,0,0,0,0,1.3862943611198906,24.091378685324614,1,0,0,0,0,0,0,0,0,0,124.48431877788262,1
0,1,0,0,0,0,0,0,0.0,33.223630060587624,0,0,0,0,0,0,1,0,0,0,4.100635985446908,0
0,1,0,0,0,0,0,0,0.6931471805599453,48.92401903186554,0,0,0,0,0,0,1,0,0,0,187.01618932802427,0
0,0,0,0,0,0,1,0,0.0,37.90280629705681,0,0,0,1,0,0,0,0,0,1,7.044637095582093,1
0,1,0,0,0,0,0,0,2.3978952727983707,35.45352960934925,0,0,0,0,1,0,0,0,0,0,0.04198271352878946,1
0,1,0,0,0,0,0,0,0.6931471805599453,32.632060517910105,0,0,0,0,0,0,1,0,0,0,6.846450366325141,1
0,1,0,0,0,0,0,0,0.6931471805599453,53.02565350343499,0,0,0,0,0,0,1,0,0,0,316.02246604882794,1
0,1,0,0,0,0,0,0,0.0,22.2791499353563,0,0,0,0,0,0,1,0,0,0,168.20748507701958,0
0,1,0,0,0,0,0,0,0.6931471805599453,24.8186173853525,0,0,0,0,0,0,1,0,0,0,108.78522098743629,0
0,1,0,0,0,0,0,0,2.3978952727983707,24.58590006844627,0,0,0,0,0,0,0,1,0,0,113.6938687296518,1
1,0,0,0,0,0,1,0,0.0,27.091719047075824,0,0,0,1,0,0,0,0,0,0,66.5352415328527,0
0,0,0,0,0,1,0,0,1.791759469228055,36.733744010951405,0,0,0,0,0,0,1,0,0,0,2.2055553889652986,0
0,1,0,0,0,0,0,0,1.6094379124341003,23.531862879306413,0,0,0,0,0,0,0,1,0,0,137.28269674274475,1
0,1,0,0,0,0,0,0,2.0794415416798357,28.81174908738307,1,0,0,0,0,0,0,0,0,0,41.433471582699944,1
0,0,1,0,0,0,0,0,0.0,41.817903674550664,1,0,0,0,0,0,0,0,0,0,43.15532017741063,1
0,1,0,0,0,0,0,0,1.6094379124341003,54.16571352067331,0,0,0,1,0,0,0,0,0,0,357.85594401240934,0
1,1,0,0,0,0,0,0,0.0,33.01026694045174,0,0,0,0,0,0,1,0,0,0,5.010281600506731,1
1,1,0,0,0,0,0,0,0.0,43.78918548939083,0,0,0,1,0,0,0,0,0,1,72.94104070073625,1
0,1,0,0,0,0,0,0,1.0986122886681098,46.681539375617916,0,0,0,0,0,0,1,0,0,0,130.7113533832278,0
0,1,0,0,0,0,0,0,1.9459101490553132,34.718685831622174,0,0,0,0,0,0,1,0,0,0,0.2808437607200519,1
0,1,0,0,0,0,0,0,0.0,19.060489454204376,0,0,0,0,1,0,0,0,0,0,262.05598411122185,0
0,1,0,0,0,0,0,0,0.0,41.90554414784394,1,0,0,0,0,0,0,0,0,0,44.314469051969674,0
0,0,0,0,0,0,1,0,0.0,25.02925906913073,0,0,0,0,1,0,0,0,0,0,104.43559890018973,0
0,0,1,0,0,0,0,0,0.0,32.645590634268764,0,0,0,0,1,0,0,0,0,0,6.775828376228278,0
0,1,0,0,0,0,0,0,1.6094379124341003,48.77791048748954,0,0,0,0,0,0,1,0,0,0,183.04135547465143,0
1,1,0,0,0,0,0,0,0.0,20.528405201916495,0,0,0,1,0,0,0,0,0,0,216.6850997457186,0
0,0,0,0,0,0,1,0,1.9459101490553132,52.44900752908966,1,0,0,0,0,0,0,0,0,0,295.8528917484874,1
1,0,0,0,0,0,1,0,0.0,37.52498288843258,0,0,0,0,0,0,0,1,0,0,5.181769847839473,0
0,0,0,0,0,0,0,1,0.0,47.58658453114305,0,0,0,1,0,0,0,0,0,0,152.22505358523298,0
0,1,0,0,0,0,0,0,0.0,21.269899136816488,0,0,0,0,1,0,0,0,0,0,195.4049940725379,1
1,1,0,0,0,0,0,0,1.3862943611198906,25.84464468147134,1,0,0,0,0,0,0,0,0,0,88.43499202639966,1
1,1,0,0,0,0,0,0,0.6931471805599453,33.960301163586585,0,0,0,0,0,0,1,0,0,0,1.6597983359215507,0
0,1,0,0,0,0,0,0,0.6931471805599453,50.62833675564682,0,0,0,0,0,1,0,0,0,0,236.5352945925557,0
1,1,0,0,0,0,0,0,0.0,42.44109811899511,0,0,0,0,0,0,0,1,0,0,51.731557752738745,0
0,1,0,0,0,0,0,0,1.0986122886681098,18.70447581565138,0,0,0,1,0,0,0,0,0,0,273.70912943077093,1
1,0,0,0,0,0,1,0,0.6931471805599453,37.930636962253146,1,0,0,0,0,0,0,0,0,0,7.193146470947029,0
1,1,0,0,0,0,0,0,0.6931471805599453,22.73542693360712,0,0,0,0,1,0,0,0,0,0,156.58032038006306,0
0,1,0,0,0,0,0,0,1.9459101490553132,21.655348410525516,0,0,0,0,1,0,0,0,0,0,184.77737976023067,1
0,1,0,0,0,0,0,0,2.0794415416798357,48.99931553730322,0,0,0,0,0,0,0,1,0,0,189.0812764833551,1
0,0,0,0,0,0,0,1,0.0,19.67145790554415,0,0,0,1,0,0,0,0,0,0,242.64837685260153,0
0,0,0,0,0,1,0,0,0.0,49.163586584531146,0,0,0,0,0,0,0,1,0,0,193.62593957588092,0
0,0,0,0,0,0,0,1,2.0794415416798357,29.900341914467514,0,0,0,0,1,0,0,0,0,0,28.60421510790963,1
0,1,0,0,0,0,0,0,0.0,47.04523813597992,0,0,0,1,0,0,0,0,1,0,139.15989808889967,0
0,0,0,0,1,0,0,0,0.0,38.38193018480493,0,0,0,0,0,0,0,1,0,1,9.817552670561312,1
0,1,0,0,0,0,0,0,2.0794415416798357,49.15396253200497,0,0,0,0,1,0,0,0,0,0,193.35819570550572,1
1,1,0,0,0,0,0,0,1.791759469228055,64.64613278576317,0,0,0,1,0,0,0,0,0,0,864.2130069979511,0
0,1,0,0,0,0,0,0,0.0,31.80056797728598,0,0,0,0,0,0,1,0,0,0,11.889150835730863,0
0,1,0,0,0,0,0,0,2.1972245773362196,36.26146513042817,0,0,0,0,1,0,0,0,0,0,1.0258293841687645,0
0,0,0,0,0,0,1,0,0.0,30.899383983572896,0,0,0,0,1,0,0,0,0,1,18.91596503269702,1
0,1,0,0,0,0,0,0,0.0,32.60102390549345,0,0,0,0,0,1,0,0,1,0,7.009832715520842,0
0,1,0,0,0,0,0,0,0.6931471805599453,26.33538672142368,0,0,0,0,0,0,1,0,0,0,79.44595517668658,1
1,1,0,0,0,0,0,0,0.0,46.58179329226557,0,0,0,0,0,0,1,0,0,0,128.44052735449168,0
0,1,0,0,0,0,0,0,2.0794415416798357,34.13951872132228,0,0,0,1,0,0,0,0,0,0,1.2301339797217594,0
0,0,0,0,0,0,1,0,0.0,35.47707049965777,1,0,0,0,0,0,0,0,0,0,0.05218379494145746,0
0,0,0,1,0,0,0,0,0.0,45.162274634319466,0,0,0,0,0,0,1,0,0,0,98.28029495367625,1
0,1,0,0,0,0,0,0,0.0,34.84365972063782,0,0,0,0,0,0,1,0,1,0,0.16400317317342683,0
0,1,0,0,0,0,0,0,0.0,45.62875484827744,0,0,0,0,0,0,1,0,0,0,107.74693429679351,0
0,1,0,0,0,0,0,0,2.1972245773362196,30.15059611630796,0,0,0,1,0,0,0,0,0,0,25.989977753402304,1
1,0,0,0,1,0,0,0,0.0,45.38370316500621,0,0,0,1,0,0,0,0,0,1,102.71965185007294,1
0,1,0,0,0,0,0,0,0.6931471805599453,47.3528604203108,0,0,0,0,0,0,1,0,0,0,146.51232693691034,0
0,1,0,0,0,0,0,0,0.6931471805599453,18.888432580424368,0,0,0,1,0,0,0,0,0,0,267.65615034252056,1
0,1,0,0,0,0,0,0,2.0794415416798357,27.19233401779603,0,0,0,1,0,0,0,0,0,0,64.90394963377511,1
0,0,0,0,0,0,0,1,0.0,59.36453500899942,1,0,0,0,0,0,0,0,1,0,581.576740654264,0
1,0,0,0,0,0,1,0,0.0,24.24315638705098,0,0,0,0,0,1,0,0,0,0,121.1205104826023,0
1,0,0,0,0,0,1,0,0.6931471805599453,27.346687295611833,0,0,0,1,0,0,0,0,0,0,62.44074232827644,1
0,1,0,0,0,0,0,0,2.3978952727983707,21.83264906076508,0,0,0,1,0,0,0,0,0,0,179.9886189680752,1
0,0,1,0,0,0,0,0,1.791759469228055,26.66607562045276,0,0,0,1,0,0,0,0,0,0,73.6602872774579,1
0,1,0,0,0,0,0,0,0.0,28.838006217202828,1,0,0,0,0,0,0,0,0,0,41.096132838428275,0
0,0,0,0,0,0,1,0,0.0,32.37782340862423,0,0,0,0,0,0,0,1,0,0,8.241546406827803,0
0,1,0,0,0,0,0,0,1.6094379124341003,32.72279260780287,0,0,0,0,0,1,0,0,0,0,6.379868540334381,0
0,0,0,0,0,0,0,1,1.0986122886681098,18.53128913478845,0,0,0,0,1,0,0,0,0,0,279.4695783194508,1
0,1,0,0,0,0,0,0,0.0,67.43786729662585,0,0,0,1,0,0,0,0,0,0,1036.1468192142934,0
0,1,0,0,0,0,0,0,1.6094379124341003,46.20396988364134,0,0,0,0,0,0,0,1,0,0,120.01941120687879,0
0,1,0,0,0,0,0,0,0.0,51.540169246077014,0,0,0,0,0,0,1,0,1,0,265.4141606522355,1
1,1,0,0,0,0,0,0,0.0,42.78882519583238,0,0,0,0,0,0,0,1,0,0,56.85450177270798,0
0,1,0,0,0,0,0,0,2.302585092994046,40.553591654625194,1,0,0,0,0,0,0,0,0,0,28.142588735290175,1
0,1,0,0,0,0,0,0,0.6931471805599453,44.03364070778513,0,0,0,0,0,0,1,0,0,0,77.17636441350271,0
0,1,0,0,0,0,0,0,2.0794415416798357,27.46611909650924,0,0,0,0,1,0,0,0,0,0,60.56751912541689,1
0,1,0,0,0,0,0,0,0.0,53.28405201916495,0,0,0,0,0,0,0,1,0,0,325.27634738342823,0
0,0,0,0,0,0,0,1,0.0,22.784394250513348,0,0,0,0,1,0,0,0,0,0,155.3572419464831,1
0,1,0,0,0,0,0,0,1.0986122886681098,40.53664353436256,0,0,0,1,0,0,0,0,0,0,27.963057811843818,0
0,0,1,0,0,0,0,0,1.791759469228055,29.738535249828885,0,0,0,1,0,0,0,0,0,0,30.36117471531747,1
